localizacion	titulo	descripcion	calif	precio	impuesto	noches	provincia	checkin	checkout
Paraná	Suites con baño privado		8,0	Precio $ 217.299	+ $ 45.633 de impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Paraná	Alojamiento Liliana	Apartamento entero, 1 dormitorio, 1 baño	9,0	Precio $ 178.407	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Paraná	MI QUINTA	Casa o chalet entero, 2 dormitorios, 2 baños, 90m²	NA	Precio $ 419.782	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Paraná	Casa sustentable	Casa o chalet entero, 3 dormitorios, 1 sala de estar, 1 baño, 200m²	NA	Precio $ 151.122	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Paraná	Mar de Sueños - Complejo Turístico y Parque Acuático	Apartamento entero, 2 dormitorios, 1 baño	NA	Precio original $ 291.378. Precio actual $ 276.809.	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Paraná	MODERNO DEPTO ZONA PARQUE CON YACUZZI	Apartamento entero, 2 dormitorios, 2 baños, 83m²	NA	Precio $ 343.233	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Paraná	Casa Tola	Apartamento entero, 2 dormitorios, 2 baños, 1 cocina, 130m²	9,5	Precio $ 105.785	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Paraná	Profundas Raíces	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 1 cocina, 48m²	9,0	Precio original $ 814.871. Precio actual $ 692.640.	+ $ 706 de impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Paraná	Departamento Peru	Apartamento entero, 1 dormitorio, 1 baño	9,3	Precio $ 10.494.549	+ $ 2.203.855 de impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Concepción del Uruguay	Rio Tranquilo	Apartamento entero, 1 dormitorio, 1 baño, 40m²	NA	Precio $ 71.363	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Concepción del Uruguay	LA ÑATA	Apartamento entero, 1 dormitorio, 1 baño, 1 cocina, 35m²	9,6	Precio $ 96.303	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Concepción del Uruguay	Alem	Apartamento entero, 1 dormitorio, 1 baño, 1 cocina, 30m²	NA	Precio $ 94.451	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Concepción del Uruguay	Espacio Laguna	Casa o chalet entero, 1 dormitorio, 1 sala de estar, 1 baño, 40m²	NA	Precio $ 187.667	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Concepción del Uruguay	Urquiza 575	Apartamento entero, 1 dormitorio, 1 baño, 1 cocina, 35m²	8,3	Precio $ 123.465	+ $ 25.928 de impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Concepción del Uruguay	Los aguaribay hotel boutique		NA	Precio $ 209.891	+ $ 44.077 de impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Concepción del Uruguay	Rocamora 980	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 1 cocina, 45m²	9,6	Precio $ 160.505	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Concepción del Uruguay	9 de Julio 2210	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 1 cocina, 80m²	NA	Precio $ 179.025	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Concepción del Uruguay	Galarza Alojamiento	Apartamento entero, 1 dormitorio, 1 sala de estar, 2 baños, 1 cocina, 40m²	10	Precio $ 209.891	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Concepción del Uruguay	Duplex en el centro de Concepción del Uruguay	Apartamento entero, 1 dormitorio, 1 baño, 1 cocina, 40m²	8,5	Precio $ 146.924	+ $ 30.854 de impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Concepción del Uruguay	Altos San Martín	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 1 cocina, 60m²	10	Precio $ 201.495	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Concepción del Uruguay	Las Golondrinas	Apartamento entero, 1 dormitorio, 1 baño, 25m²	NA	Precio $ 138.528	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Concepción del Uruguay	La Titina, Estancia y Reserva Natural		8,7	Precio $ 666.713	+ $ 3.528 de impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Concepción del Uruguay	Departamentos Defensa Sur	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 1 cocina, 47m²	9,1	Precio $ 11.449.676	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Concepción del Uruguay	Colibrí Depto	Apartamento entero, 1 dormitorio, 1 baño, 1 cocina, 25m²	9,5	Precio $ 136.729	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Concepción del Uruguay	El Refugio		NA	Precio $ 140.750	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Concepción del Uruguay	Excelente casa en Concepción del Uruguay LA CHINA	Casa o chalet entero, 2 dormitorios, 1 sala de estar, 2 baños, 1 cocina, 100m²	8,0	Precio $ 369.408	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Concepción del Uruguay	Casa quinta La Justina	Casa o chalet entero, 1 dormitorio, 1 sala de estar, 2 baños, 1 cocina, 200m²	NA	Precio original $ 595.201. Precio actual $ 547.593.	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Concepción del Uruguay	La Cañada	Casa o chalet entero, 2 dormitorios, 2 baños, 1 cocina, 120m²	10	Precio $ 235.078	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Gualeguaychú	Brasil.gchu	Apartamento entero, 1 dormitorio, 1 baño, 60m²	8,2	Precio $ 62.967	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Gualeguaychú	Casa Quinta en Pueblo Belgrano Gualeguaychu	Casa o chalet entero, 2 dormitorios, 1 baño, 1 cocina	NA	Precio $ 113.341	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Gualeguaychú	Apartamento Alem	Apartamento entero, 2 dormitorios, 1 sala de estar, 1 baño, 35m²	7,2	Precio $ 167.913	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Gualeguaychú	La Cantora		8,0	Precio $ 111.119	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Gualeguaychú	Casa a 1 cuadra de costanera. Hasta 8 personas.	Casa o chalet entero, 2 dormitorios, 1 baño, 1 cocina, 30m²	7,3	Precio $ 124.873	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Gualeguaychú	Casa Clara	Casa o chalet entero, 2 dormitorios, 1 baño, 1 cocina, 63m²	10	Precio $ 203.471	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Gualeguaychú	Chandra Alojamiento en casa de familia		8,9	Precio $ 66.622	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Gualeguaychú	Torre Avenida	Apartamento entero, 2 dormitorios, 2 baños	10	Precio $ 328.418	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Gualeguaychú	El depto de la Fefa	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 1 cocina, 42m²	9,0	Precio $ 296.317	+ $ 62.227 de impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Gualeguaychú	Alojamientos Litoral - Dpto España	Apartamento entero, 1 dormitorio, 1 baño, 35m²	9,5	Precio $ 209.891	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Gualeguaychú	Céntrico, cálido, cómodo y confortable departamento	Apartamento entero, 2 dormitorios, 1 baño, 1 cocina, 120m²	7,0	Precio $ 251.869	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Gualeguaychú	Casa Litoral	Casa o chalet entero, 1 dormitorio, 1 baño, 1 cocina, 32m²	9,2	Precio original $ 197.544. Precio actual $ 167.913.	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Gualeguaychú	Departamento tranquilo	Apartamento entero, 1 dormitorio, 1 baño, 1 cocina, 40m²	9,8	Precio $ 190.013	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Gualeguaychú	Casa grande litoral	Casa o chalet entero, 2 dormitorios, 1 baño, 1 cocina, 120m²	8,4	Precio original $ 148.158. Precio actual $ 125.935.	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Gualeguaychú	9 de julio	Apartamento entero, 2 dormitorios, 1 baño	NA	Precio $ 218.287	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Gualeguaychú	Alojamientos Litoral - 3 B	Apartamento entero, 2 dormitorios, 1 baño, 74m²	9,1	Precio $ 267.623	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Gualeguaychú	Alojamientos Litoral - Casa del Sol	Casa o chalet entero, 2 dormitorios, 1 baño, 1 cocina, 102m²	9,4	Precio $ 187.667	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Gualeguaychú	Alojamientos Litoral - 1 B	Apartamento entero, 2 dormitorios, 1 baño, 74m²	9,9	Precio original $ 296.317. Precio actual $ 237.053.	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Gualeguaychú	Dpto Pleno centro C/COCHERA	Apartamento entero, 2 dormitorios, 1 sala de estar, 1 baño, 54m²	NA	Precio $ 222.238	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Gualeguaychú	Alquiler vacacional para 10 personas	Casa o chalet entero, 4 dormitorios, 1 baño, 1 cocina	NA	Precio $ 188.902	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Gualeguaychú	Solar del Cura	Casa o chalet entero, 1 dormitorio, 1 sala de estar, 2 baños	9,0	Precio $ 134.454	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Gualeguaychú	Alojamientos Litoral - Dpto Urquiza	Apartamento entero, 3 dormitorios, 2 baños, 1 cocina, 98m²	7,4	Precio $ 259.277	+ $ 54.448 de impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
Gualeguaychú	Pakaru	Casa o chalet entero, 2 dormitorios, 1 baño	9,4	Precio $ 178.407	Incluye impuestos y cargos	14 noches, 2 adultos	Entre Rios	2023-7-1	2023-7-15
